City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
284,selkirk,50.1436,-96.8845,6.21,62,44,2.68,CA,1746586526
285,tumpat,6.1978,102.171,30.01,84,20,0.51,MY,1746586589
286,pachino,36.7186,15.0907,17.26,81,99,2.64,IT,1746586591
287,minab,27.1467,57.0801,28.18,65,0,2.48,IR,1746586592
288,klaksvik,62.2266,-6.589,8.93,95,100,4.79,FO,1746586593
289,kristiansund,63.1115,7.732,2.36,93,75,0.0,NO,1746586594
290,nova sintra,14.8667,-24.7167,22.83,86,15,7.12,CV,1746586595
291,fort mcmurray,56.7268,-111.381,22.77,17,0,5.66,CA,1746586507
292,kiunga,-6.1219,141.2906,27.38,78,88,1.77,PG,1746586597
293,tokar,18.4254,37.729,24.27,68,0,3.09,SD,1746586598
294,amursk,50.2261,136.8994,11.83,46,8,2.04,RU,1746586599
295,bom jardim,-7.7958,-35.5872,22.24,93,47,1.21,BR,1746586600
296,konarka,19.9,86.1167,31.99,63,0,3.98,IN,1746586601
297,amahai,-3.3333,128.9167,30.51,74,63,2.62,ID,1746586462
298,kolonia,50.9333,6.95,9.14,79,99,2.06,DE,1746586603
299,villa bruzual,9.3328,-69.1208,23.31,94,100,2.67,VE,1746586604
300,fangshan,39.6983,115.9925,21.74,35,84,4.57,CN,1746586606
301,coquimbo,-29.9533,-71.3436,11.85,87,0,3.6,CL,1746586536
302,opuwo,-18.0607,13.84,18.52,56,1,3.43,NA,1746586608
303,angra do heroismo,38.65,-27.2167,15.34,88,20,2.49,PT,1746586609
304,songkhla,6.8333,100.6667,30.41,67,100,3.15,TH,1746586610
305,qulsary,46.9531,54.0198,17.82,67,100,1.47,KZ,1746586611
306,plettenberg bay,-34.0527,23.3716,14.05,87,13,2.11,ZA,1746586613
307,cam ranh,11.9214,109.1591,32.98,55,0,2.06,VN,1746586614
308,happy valley-goose bay,53.3168,-60.3315,6.17,65,100,6.17,CA,1746586615
309,paracuru,-3.41,-39.0306,25.57,87,40,3.88,BR,1746586537
310,sarkand,45.41,79.9186,21.07,31,25,3.45,KZ,1746586617
311,katsuura,35.1333,140.3,19.46,61,61,4.6,JP,1746586618
312,vorgashor,67.5833,63.95,0.11,100,100,2.22,RU,1746586619
313,alghero,40.5589,8.3181,13.31,100,0,0.51,IT,1746586620
314,ataq,14.5377,46.8319,24.19,49,2,2.32,YE,1746586621
315,yen vinh,18.6667,105.6667,32.61,60,100,0.31,VN,1746586456
316,upington,-28.4478,21.2561,10.21,71,0,0.51,ZA,1746586623
317,lerwick,60.1545,-1.1494,7.98,90,93,2.6,GB,1746586624
318,ust-tsilma,65.441,52.1498,0.51,98,100,4.84,RU,1746586625
319,kalabo,-14.97,22.6814,13.69,75,0,2.91,ZM,1746586626
320,safi,32.1667,-8.8333,14.78,79,22,2.3,MA,1746586627
321,salalah,17.0151,54.0924,28.41,75,18,0.88,OM,1746586628
322,brisas de zicatela,15.8369,-97.0419,28.29,83,0,1.54,MX,1746586629
323,preobrazheniye,42.9019,133.9064,12.8,53,27,3.12,RU,1746586630
324,baiyin,36.5583,104.2081,17.01,25,100,4.79,CN,1746586389
325,larkird,35.4894,66.6641,19.45,23,0,1.49,AF,1746586632
326,retreat,38.8245,-85.8533,14.43,84,3,2.67,US,1746586633
327,dunedin,-45.8742,170.5036,19.33,51,27,4.47,NZ,1746586438
328,ulsteinvik,62.3432,5.8487,2.95,87,100,1.85,NO,1746586635
329,fale old settlement,-9.3852,-171.2468,27.43,80,100,5.28,TK,1746586636
330,colby,39.3958,-101.0524,11.03,88,100,3.58,US,1746586638
331,arafat,39.0344,44.6198,5.9,77,22,2.69,IR,1746586639
332,hirara,24.8,125.2833,24.92,78,75,7.2,JP,1746586640
333,namibe,-15.1961,12.1522,25.54,64,9,2.65,AO,1746586641
334,bubaque,11.2833,-15.8333,25.54,74,88,3.91,GW,1746586642
335,sao gabriel da cachoeira,-0.1303,-67.0892,22.49,99,100,0.97,BR,1746586383
336,eydhafushi,5.1033,73.0708,28.11,74,100,10.77,MV,1746586644
337,nadi,-17.8,177.4167,30.0,66,75,4.12,FJ,1746586645
338,birobidzhan,48.8,132.95,15.28,33,8,1.67,RU,1746586587
339,dalmatovo,56.26,62.9362,11.86,64,12,4.19,RU,1746586647
340,tangalle,6.024,80.7911,27.62,84,100,3.85,LK,1746586648
341,nuuk,64.1835,-51.7216,-2.66,93,100,8.23,GL,1746586649
342,embi,48.8264,58.1442,18.47,71,100,2.75,KZ,1746586650
343,yinchuan,38.4681,106.2731,21.88,27,98,8.65,CN,1746586651
344,lompoc,34.6391,-120.4579,15.94,76,0,5.14,US,1746586652
345,cabinda,-5.55,12.2,25.42,89,97,1.97,AO,1746586653
346,lakatoro,-16.0999,167.4164,27.59,82,100,5.56,VU,1746586654
347,darwin,-12.4611,130.8418,30.99,48,0,6.17,AU,1746586655
